"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"SE10b.1","2018-19","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome (excluding transfers and traffic offences)","Principal offence (ANZSOC 2023)","Drug offences","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","12407","na","18564","na","2188","na","na","281","na",""
"SE10b.1","2018-19","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome (excluding transfers and traffic offences)","Principal offence (ANZSOC 2023)","Weapons and explosives offences","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","2493","na","3539","na","1148","na","na","62","na",""
"SE10b.1","2018-19","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome (excluding transfers and traffic offences)","Principal offence (ANZSOC 2023)","Property damage","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","3410","na","2220","na","725","na","na","52","na",""
"SE10b.1","2018-19","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome (excluding transfers and traffic offences)","Principal offence (ANZSOC 2023)","Public order; health; and safety offences","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","3316","na","5856","na","993","na","na","62","na",""
"SE10b.1","2018-19","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome (excluding transfers and traffic offences)","Principal offence (ANZSOC 2023)","Offences against justice procedures and orders","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","4671","na","12060","na","1368","na","na","151","na",""
"SE10b.1","2018-19","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome (excluding transfers and traffic offences)","Principal offence (ANZSOC 2023)","Offences against government","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","45","na","220","na","46","na","na","13","na",""
"SE10b.1","2018-19","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome (excluding transfers and traffic offences)","Principal offence (ANZSOC 2023)","Environmental offences","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","49","na","142","na","25","na","na","19","na",""
"SE10b.1","2018-19","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome (excluding transfers and traffic offences)","Principal offence (ANZSOC 2023)","Miscellaneous offences","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","97","na","76","na","146","na","na","13","na",""
"SE10b.1","2018-19","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome (excluding transfers and traffic offences)","Principal offence (ANZSOC 2023)","Total finalised (excluding transfer to other court levels)","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","58211","na","68899","na","14212","na","na","1225","na",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","","","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","85.7","na","84.4","na","70.6","90.5","72.5","86.1","83.9",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Acquitted","Acquitted","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","5.6","na","1.1","na","1.9","19.0","12.1","2.1","3.7",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","80.1","na","83.2","na","68.7","71.8","60.1","84.0","80.2",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty plea by defendant","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","59.7","na","75.2","na","63.1","63.5","55.3","79.3","67.8",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty finding by court","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","11.6","na","0.9","na","0.4","3.6","2.1","0.9","5.3",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty ex-parte","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","8.6","na","7.1","na","4.9","0.5","1.8","0.3","6.4",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Agreement of wrongdoing","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","0.1","na","0","na","0.4","0","na","0","0.1",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Transfer to other court levels","Transfer to other court levels","Transfer to other court levels","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","3.8","na","6.7","na","3.8","8.7","12.7","4.2","5.0",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Withdrawn by prosecution","Withdrawn by prosecution","Withdrawn by prosecution","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","10.2","na","8.5","na","25.3","0.3","13.9","9.3","10.8",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","","","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","85.0","na","77.1","na","62.3","88.8","73.0","78.7","79.8",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Acquitted","Acquitted","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","7.6","na","1.7","na","2.5","18.5","17.1","3.4","5.3",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","77.4","na","75.4","na","59.7","70.3","55.6","75.2","74.4",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty plea by defendant","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","57.3","na","69.0","na","55.6","61.3","50.6","68.6","61.7",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty finding by court","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","8.1","na","1.2","na","0.8","4.3","2.9","2.0","4.6",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty ex-parte","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","12.0","na","5.2","na","2.9","0.5","2.3","0.8","8.0",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Agreement of wrongdoing","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","0","na","0","na","0.4","0","na","0","0",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Transfer to other court levels","Transfer to other court levels","Transfer to other court levels","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","3.9","na","10.2","na","6.9","10.1","12.6","10.3","6.9",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Withdrawn by prosecution","Withdrawn by prosecution","Withdrawn by prosecution","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","10.9","na","12.4","na","30.4","0.5","13.1","10.9","13.0",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","20767","na","16653","na","4171","1369","240","6456","49656",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Acquitted","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","1365","na","226","na","113","287","40","156","2187",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","19396","na","16429","na","4061","1085","199","6300","47470",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty plea by defendant","Number","","","ABS (unpublished) Criminal Courts Australia","no.","14469","na","14839","na","3725","960","183","5942","40118",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty finding by court","Number","","","ABS (unpublished) Criminal Courts Australia","no.","2819","na","186","na","24","54","7","70","3160",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty ex-parte","Number","","","ABS (unpublished) Criminal Courts Australia","no.","2073","na","1396","na","288","8","6","26","3797",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Agreement of wrongdoing","Number","","","ABS (unpublished) Criminal Courts Australia","no.","29","na","0","na","26","0","na","0","55",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Transfer to other court levels","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","932","na","1323","na","226","131","42","315","2969",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Withdrawn by prosecution","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","2459","na","1675","na","1493","5","46","698","6376",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","56765","na","40852","na","8236","3845","1318","878","111894",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Acquitted","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","5106","na","897","na","337","800","309","38","7487",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","51663","na","39953","na","7896","3042","1005","838","104397",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty plea by defendant","Number","","","ABS (unpublished) Criminal Courts Australia","no.","38229","na","36586","na","7354","2654","914","765","86502",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty finding by court","Number","","","ABS (unpublished) Criminal Courts Australia","no.","5397","na","632","na","108","185","53","22","6397",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty ex-parte","Number","","","ABS (unpublished) Criminal Courts Australia","no.","7985","na","2734","na","385","21","41","9","11175",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Agreement of wrongdoing","Number","","","ABS (unpublished) Criminal Courts Australia","no.","23","na","0","na","47","0","na","0","70",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Transfer to other court levels","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","2596","na","5388","na","910","438","228","115","9675",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Withdrawn by prosecution","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","7250","na","6565","na","4025","20","237","121","18218",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Total number of criminal court defendants with a finalised court outcome","","","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","24223","na","19737","na","5908","1512","331","7496","59207",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Total number of criminal court defendants with a finalised court outcome","","","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","66770","na","53008","na","13220","4329","1806","1115","140248",""
"SE10b.2","2024-25","Criminal court defendants","All ages","All people","Indigenous status not stated","All areas","Total number of criminal court defendants with a finalised court outcome","","","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","6129","na","1417","na","687","1043","40","270","9586",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","","","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","86.4","na","86.0","na","69.7","87.7","75.3","85.9","84.7",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Acquitted","Acquitted","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","6.4","na","0.8","na","1.2","19.9","13.2","2.2","3.8",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","80.0","na","85.2","na","68.5","68.4","62.0","83.6","80.9",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty plea by defendant","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","58.3","na","76.6","na","62.3","61.0","58.0","77.3","67.6",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty finding by court","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","11.4","na","0.9","na","0.6","5.0","1.4","1.2","5.2",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty ex-parte","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","10.2","na","7.6","na","5.1","0.6","3.4","1.3","7.6",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Agreement of wrongdoing","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","0.1","na","0","na","0.6","0","na","na","0.1",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Transfer to other court levels","Transfer to other court levels","Transfer to other court levels","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","4.3","na","6.2","na","4.1","11.6","10.5","5.5","5.4",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Withdrawn by prosecution","Withdrawn by prosecution","Withdrawn by prosecution","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","9.0","na","7.5","na","25.7","0.3","15.3","8.4","9.7",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","","","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","86.2","na","79.0","na","60.5","88.4","na","71.7","80.9",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Acquitted","Acquitted","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","8.0","na","1.4","na","2.6","20.0","na","3.0","5.1",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","78.3","na","77.5","na","58.0","68.4","na","69.0","75.9",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty plea by defendant","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","57.6","na","70.6","na","54.5","62.0","na","60.6","63.0",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty finding by court","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","8.6","na","1.1","na","1.1","4.3","na","3.2","4.6",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty ex-parte","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","12.0","na","5.8","na","2.1","0.7","na","0.6","8.1",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Agreement of wrongdoing","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","0.1","na","0","na","0.2","0","na","na","0",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Transfer to other court levels","Transfer to other court levels","Transfer to other court levels","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","3.9","na","8.8","na","7.8","10.6","na","14.3","6.6",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Withdrawn by prosecution","Withdrawn by prosecution","Withdrawn by prosecution","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","9.6","na","11.9","na","31.1","0.5","na","13.2","12.2",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","19228","na","18048","na","3407","1197","222","4991","47093",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Acquitted","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","1431","na","177","na","59","271","39","125","2102",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","17798","na","17872","na","3349","933","183","4858","44993",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty plea by defendant","Number","","","ABS (unpublished) Criminal Courts Australia","no.","12969","na","16075","na","3044","833","171","4496","37588",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty finding by court","Number","","","ABS (unpublished) Criminal Courts Australia","no.","2540","na","199","na","27","68","4","68","2906",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty ex-parte","Number","","","ABS (unpublished) Criminal Courts Australia","no.","2259","na","1597","na","251","8","10","76","4201",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Agreement of wrongdoing","Number","","","ABS (unpublished) Criminal Courts Australia","no.","21","na","0","na","30","0","na","na","51",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Transfer to other court levels","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","961","na","1304","na","202","158","31","322","2978",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Withdrawn by prosecution","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","2001","na","1581","na","1257","4","45","490","5378",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","55507","na","47323","na","7339","3573","na","623","114365",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Acquitted","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","5143","na","863","na","310","809","na","26","7151",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","50364","na","46458","na","7036","2764","na","600","107222",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty plea by defendant","Number","","","ABS (unpublished) Criminal Courts Australia","no.","37061","na","42297","na","6616","2506","na","527","89007",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty finding by court","Number","","","ABS (unpublished) Criminal Courts Australia","no.","5508","na","673","na","131","173","na","28","6513",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Guilty ex-parte","Number","","","ABS (unpublished) Criminal Courts Australia","no.","7735","na","3487","na","258","30","na","5","11515",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","Agreement of wrongdoing","Number","","","ABS (unpublished) Criminal Courts Australia","no.","36","na","0","na","27","0","na","na","63",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Transfer to other court levels","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","2520","na","5301","na","943","427","na","124","9315",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Withdrawn by prosecution","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","6186","na","7152","na","3772","21","na","115","17246",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Total number of criminal court defendants with a finalised court outcome","","","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","22249","na","20986","na","4887","1365","295","5813","55595",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Non-Indigenous people","All areas","Total number of criminal court defendants with a finalised court outcome","","","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","64359","na","59932","na","12129","4041","na","869","141330",""
"SE10b.2","2023-24","Criminal court defendants","All ages","All people","Indigenous status not stated","All areas","Total number of criminal court defendants with a finalised court outcome","","","","","Number","","","ABS (unpublished) Criminal Courts Australia","no.","6292","na","1492","na","752","1223","1948","416","12123",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","","","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","87.0","na","85.2","na","64.5","88.6","70.5","86.9","84.3",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Acquitted","Acquitted","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","6.0","na","0.8","na","1.7","22.5","15.1","2.1","3.6",""
"SE10b.2","2022-23","Criminal court defendants","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Criminal court defendants with a finalised court outcome","Method of finalisation","Adjudicated outcomes","Guilty outcome","","Proportion","","","Derived from ABS (unpublished) Criminal Courts Australia","%","81.0","na","84.3","na","62.9","66.5","55.8","84.7","80.7",""
